Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1615,160,RM,21,1476,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,176,Unf,0,370,546,GasA,Ex,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,200,26,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal
1616,160,RM,21,1900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,Ex,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal
1617,160,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,Rec,294,Unf,0,252,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1972,Unf,1,286,TA,TA,Y,0,0,64,0,0,0,NA,NA,NA,0,6,2010,WD,Normal
1618,20,RL,50,6953,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,469,Unf,0,395,864,GasA,Ex,Y,SBrkr,874,0,0,874,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1971,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2010,ConLD,Normal
1619,20,RL,76,12887,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,Rec,207,GLQ,590,36,833,GasA,TA,Y,SBrkr,833,0,0,833,1,0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,1984,Unf,2,495,TA,TA,Y,431,0,0,0,0,0,NA,MnPrv,NA,0,4,2010,WD,Normal
1620,90,RL,70,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Po,PConc,TA,TA,No,Unf,0,Unf,0,1216,1216,GasA,Gd,Y,SBrkr,1216,1216,0,2432,0,0,4,2,4,2,TA,10,Typ,0,NA,Attchd,1985,Unf,2,616,TA,Fa,Y,200,0,0,0,0,0,NA,NA,Shed,600,2,2010,WD,Normal
1621,60,RL,63,10475,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Rec,458,Unf,0,166,624,GasA,Gd,Y,SBrkr,624,650,0,1274,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1993,Unf,2,576,TA,TA,Y,22,0,0,0,0,0,NA,GdWo,NA,0,3,2010,WD,Normal
1622,50,RL,68,10544,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,476,Unf,0,388,864,GasA,TA,Y,SBrkr,864,615,0,1479,0,0,2,0,5,1,TA,8,Typ,0,NA,Attchd,1969,Fin,1,275,TA,TA,Y,287,0,280,0,0,0,NA,NA,NA,0,4,2010,WD,Normal
1623,20,RL,76,9892,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341,LwQ,284,54,1679,GasA,Ex,Y,SBrkr,1803,0,0,1803,1,1,2,1,3,1,Gd,6,Typ,2,TA,Attchd,1994,Unf,2,482,TA,TA,Y,129,64,222,0,0,0,NA,GdWo,NA,0,2,2010,WD,Normal
1624,60,RL,74,12961,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944,Unf,0,208,1152,GasA,Ex,Y,SBrkr,1152,645,0,1797,1,0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1993,Fin,2,616,TA,TA,Y,162,312,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal
1625,20,RL,74,13008,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,Fa,No,Rec,564,Unf,0,318,882,GasA,TA,Y,SBrkr,882,0,0,882,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1956,Unf,1,502,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1626,20,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440,TA,TA,CBlock,TA,TA,No,LwQ,844,Unf,0,590,1434,GasA,TA,Y,SBrkr,1434,0,0,1434,1,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1974,RFn,2,528,TA,TA,Y,80,21,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1627,60,RL,88,10179,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,847,Unf,0,98,945,GasA,Ex,Y,SBrkr,945,663,0,1608,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,470,TA,TA,Y,252,30,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1628,60,RL,NA,11792,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188,Gd,TA,PConc,Gd,TA,Gd,GLQ,850,Unf,0,158,1008,GasA,Ex,Y,SBrkr,1008,1275,0,2283,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003,Fin,3,632,TA,TA,Y,120,46,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1629,80,RL,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,TA,TA,PConc,Gd,TA,No,GLQ,284,Unf,0,100,384,GasA,Gd,Y,SBrkr,958,670,0,1628,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1996,Fin,2,390,TA,TA,Y,48,72,0,0,0,0,NA,NA,Shed,490,6,2009,WD,Normal
1630,120,RL,28,7296,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1965,Unf,0,243,2208,GasA,Ex,Y,SBrkr,2522,0,0,2522,1,0,2,0,1,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,564,TA,TA,Y,182,57,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal
1631,120,RL,61,7380,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,341,Unf,0,1077,1418,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,495,TA,TA,Y,168,43,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1632,120,RL,57,8013,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,741,Unf,0,846,1587,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,1995,RFn,2,528,TA,TA,Y,52,50,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1633,80,RL,57,8923,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,189,Unf,0,195,384,GasA,Gd,Y,SBrkr,751,631,0,1382,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1998,Fin,2,396,TA,TA,Y,256,0,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal
1634,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,476,Unf,0,476,952,GasA,Gd,Y,SBrkr,952,684,0,1636,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998,Fin,2,440,TA,TA,Y,0,84,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1635,60,RL,NA,8803,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,600,Unf,0,107,707,GasA,Gd,Y,SBrkr,707,809,0,1516,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,409,TA,TA,Y,0,46,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1636,20,RL,58,7250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1181,1181,GasA,Ex,Y,SBrkr,1190,0,0,1190,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1993,Unf,2,430,TA,TA,Y,0,21,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal
1637,60,RL,85,11900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157,TA,TA,PConc,Gd,TA,No,ALQ,400,Unf,0,722,1122,GasA,Ex,Y,SBrkr,946,988,0,1934,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1977,Unf,2,567,TA,TA,P,0,176,0,0,200,0,NA,NA,NA,0,7,2009,WD,Normal
1638,60,RL,NA,13250,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,SBrkr,1154,896,0,2050,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1978,RFn,2,529,TA,TA,Y,192,192,0,0,0,0,NA,NA,NA,0,5,2009,WD,Abnorml
1639,20,RL,80,10928,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,TA,TA,PConc,TA,TA,No,LwQ,363,Unf,0,1064,1427,GasA,TA,Y,SBrkr,1671,0,0,1671,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,484,TA,TA,Y,252,55,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1640,60,RL,NA,12388,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229,TA,TA,CBlock,Gd,TA,No,ALQ,602,Unf,0,441,1043,GasA,TA,Y,SBrkr,1539,1134,0,2673,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1980,RFn,2,441,TA,TA,Y,178,84,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1641,20,RL,80,11088,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144,TA,TA,PConc,TA,TA,No,ALQ,832,Unf,0,308,1140,GasA,Gd,Y,SBrkr,1707,0,0,1707,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978,Fin,2,479,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1642,60,FV,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,622,Unf,0,304,926,GasA,Ex,Y,SBrkr,1016,868,0,1884,1,0,2,1,3,1,Ex,7,Typ,1,Ex,Attchd,2003,RFn,2,581,TA,TA,Y,0,35,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1643,60,FV,NA,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1058,1058,GasA,Ex,Y,SBrkr,1058,816,0,1874,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,588,TA,TA,Y,0,134,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1644,60,FV,NA,8470,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,225,ALQ,276,471,972,GasA,Ex,Y,SBrkr,972,839,0,1811,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,565,TA,TA,Y,225,48,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1645,20,RL,NA,9373,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161,TA,TA,CBlock,Gd,TA,Av,ALQ,1333,LwQ,168,120,1621,GasA,TA,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,1975,RFn,2,478,TA,TA,Y,0,0,0,0,490,0,NA,NA,NA,0,6,2009,WD,Normal
1646,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196,TA,TA,CBlock,TA,TA,No,ALQ,888,Unf,0,228,1116,GasA,Ex,Y,SBrkr,1116,0,0,1116,1,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1974,RFn,2,528,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,4,2009,WD,Normal
1647,20,RL,85,11050,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,636,Unf,0,540,1176,GasA,Fa,Y,SBrkr,1193,0,0,1193,0,0,2,0,3,1,TA,5,Typ,1,TA,Attchd,1975,Unf,2,506,TA,TA,Y,40,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1648,20,RL,NA,7830,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1180,1180,GasA,TA,Y,SBrkr,1180,0,0,1180,0,0,1,1,2,1,TA,6,Typ,0,NA,Attchd,1970,RFn,2,477,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,3,2009,COD,Normal
1649,20,RL,NA,8510,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178,TA,TA,CBlock,Gd,TA,No,ALQ,500,Unf,0,543,1043,GasA,Ex,Y,SBrkr,1050,0,0,1050,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1971,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1650,20,RL,60,7038,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,726,Unf,0,138,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,2001,Unf,2,576,TA,TA,Y,210,0,0,0,0,0,NA,GdPrv,NA,0,9,2009,WD,Abnorml
1651,20,RL,60,9000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,240,Unf,0,624,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1986,Unf,2,576,TA,TA,Y,200,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal
1652,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,BLQ,254,Unf,0,229,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1973,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1653,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,Rec,110,LwQ,294,79,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1972,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1654,160,RL,24,2308,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,306,Unf,0,498,804,GasA,TA,Y,SBrkr,804,744,0,1548,0,0,2,1,3,1,TA,7,Typ,1,TA,Detchd,1976,RFn,2,440,TA,TA,Y,108,0,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1655,120,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,435,LwQ,622,0,1057,GasA,TA,Y,SBrkr,1055,0,0,1055,0,1,2,0,2,1,TA,4,Typ,1,Fa,Attchd,1975,RFn,2,440,TA,TA,Y,0,27,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1656,160,RL,24,2349,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,389,Unf,0,466,855,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1977,Unf,2,440,TA,TA,Y,0,28,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1657,160,RL,24,2364,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,320,Unf,0,484,804,GasA,TA,Y,SBrkr,804,744,0,1548,0,1,2,1,3,1,TA,7,Typ,1,TA,Detchd,1978,Unf,2,440,TA,TA,Y,108,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1658,160,RL,24,2364,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,Gd,TA,CBlock,Gd,TA,No,ALQ,279,Unf,0,576,855,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,147,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal
1659,120,RL,24,2104,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No,ALQ,536,Unf,0,300,836,GasA,TA,Y,SBrkr,836,0,0,836,0,1,1,0,2,1,TA,5,Typ,0,NA,Attchd,1976,Unf,1,345,TA,TA,Y,150,20,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1660,20,RL,NA,10710,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165,Gd,TA,PConc,TA,TA,No,BLQ,644,Unf,0,220,864,GasA,Ex,Y,SBrkr,1120,0,0,1120,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1966,RFn,2,656,TA,TA,Y,0,162,0,0,0,0,NA,NA,Shed,1200,7,2009,WD,Normal
1661,60,RL,110,14257,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Ex,TA,PConc,Ex,TA,No,GLQ,1360,Unf,0,416,1776,GasA,Ex,Y,SBrkr,1794,978,0,2772,1,0,3,1,4,1,Ex,10,Typ,3,Gd,BuiltIn,2007,Fin,3,754,TA,TA,Y,135,64,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1662,60,RL,95,12350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,986,Unf,0,379,1365,GasA,Ex,Y,SBrkr,1365,1325,0,2690,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009,RFn,3,864,TA,TA,Y,0,197,0,0,0,0,NA,NA,NA,0,7,2009,New,Partial
1663,20,RL,95,12350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450,Ex,TA,PConc,Ex,TA,Av,GLQ,1232,Unf,0,788,2020,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,RFn,3,896,TA,TA,Y,192,98,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1664,20,RL,105,13693,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288,Unf,0,342,2630,GasA,Ex,Y,SBrkr,2674,0,0,2674,2,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007,Fin,3,762,TA,TA,Y,360,50,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1665,20,RL,95,11578,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1736,1736,GasA,Ex,Y,SBrkr,1736,0,0,1736,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,RFn,3,834,TA,TA,Y,319,90,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1666,20,RL,129,16870,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531,Unf,0,251,1782,GasA,Ex,Y,SBrkr,1782,0,0,1782,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2004,Fin,3,932,TA,TA,Y,99,82,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal
